Región del Maule;Talca;PV Power Chile SpA;Parque Fotovoltaico Aeropuerto;Solar Fotovoltaica;7.5;7.01;-35.385377;-71.593149
Región Metropolitana de Santiago;Lampa;CVE Proyecto Cuarenta y Tres SpA;Parque Fotovoltaico Matilde Solar;Solar Fotovoltaica;12.8;11.6;-33.310909;-70.797505
Región del Biobío;Los Angeles;Asociación de Canalistas del Laja;Minicentrales de Pasada José Luis Moraga;Hidráulica;17;5.8;-37.407619;-72.119673
Región de Ñuble;San Carlos-Quirihue-Ninhue;UKA CHILE;Parque Eólico Culenco;Eólica;305;256.0;-36.311017;-72.296133
Región de Valparaíso;Nogales;Parque Solar Patagua SpA;Parque Fotovoltaico Doña Alicia;Solar Fotovoltaica;11;11.0;-32.680402;-71.178248
Región de Antofagasta;María Elena;ACCIONA ENERGÍA CHILE SpA;Parque Solar Fotovoltaico Pedro de Valdivia;Solar Fotovoltaica;60;140.049;-23.0;-70.0
Región de La Araucanía;Loncoche;ENERGIA RENOVABLE CORAL SPA;Parque Fotovoltaico Loncoche;Solar Fotovoltaica;11;6.74;-39.354434;-72.607408
Región del Maule;Yerbas Buenas;PFV EL TRILE SPA;Parque Fotovoltaico El Trile;Solar Fotovoltaica;12;12.0;-35.710776;-71.622275
Región del Libertador Gral. Bernardo O’Higgins;Placilla;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Placilla;Solar Fotovoltaica;8.8;9.0;-34.60764892;-71.09427424
Región Metropolitana de Santiago;Til-Til;Solek Chile Services SpA;Parque Fotovoltaico Alagua;Solar Fotovoltaica;10;10.66;-33.1385;-70.8121
Región de Tarapacá;Pozo Almonte;RAMADITAS SOLAR SPA;Parque Fotovoltaico Ramaditas;Solar Fotovoltaica;550;360.0;-20.783324;-69.463149
Región de Los Lagos;Ancud;Oxypora SpA;PMGD Eólico Oxypora;Eólica;11.7;9.0;-42.159224;-73.685254
Región del Libertador Gral. Bernardo O’Higgins;Graneros;SAO PAULO SOLAR SPA;NUEVA CENTRAL SOLAR FOTOVOLTAICA ALAMEDA;Solar Fotovoltaica;11.8;11.76;-34.0;-71.0
Región de Coquimbo;Ovalle;Sonnedix Parque Eolico Carica SpA;PARQUE EÓLICO CARICA;Eólica;290.1;92.4;-30.580874;-71.689674
Región de Coquimbo;La Serena;PFV LAS TAGUAS SPA;Parque Fotovoltaico Las Taguas;Solar Fotovoltaica;12;12.0;-29.847444;-71.241253
