Región de Atacama;Copiapó;CORSO SOLAR SPA;Parque Fotovoltaico Corso;Solar;12;9.0;111;2
Región de Antofagasta;Taltal;Parque Eólico Nolana SpA;Parque Eólico Nolana;Eólica;257;280.0;4;8
Región de Atacama;Copiapó;GR Nahuelbuta SpA;Planta Fotovoltaica Travesia;Solar;9.9;10.89;66;2
Región de Atacama;Caldera;Montajes Cielpanel SpA;Proyecto Fotovoltaico CE Pampa Bellavista;Solar;10;10.46;72;2
Región de Atacama;Copiapó;San Andrés SpA;Proyecto Solar San Andrés;Solar;120.5;48.2;39;2
Región de Coquimbo;Illapel;IMELSA S.A.;Central Solar Fotovoltaica Illapel;Solar;75;52.92;112;5
Región de Atacama;Vallenar;Denersol III SPA;Planta fotovoltaica Denersol III, 30 MW, Provincia de Huasco, Región de Atacama.;Solar;128;30.0;93;5
Región del Maule;Retiro;Coihue SpA.;PROYECTO  PARQUE SOLAR FOTOVOLTAICO COIHUE;Solar;13;10.85;35;2
Región de Valparaíso;Casablanca;ANDINA SOLAR 14 SPA;Parque Fotovoltaico El Manzano III - Reingreso;Solar;3.1;2.3;170;2
Región de Tarapacá;Pozo Almonte;GENERADORA Y DISTRIBUIDORA DE ENERGÍA OXUM SPA;PARQUE SOLAR OXUM DEL TAMARUGAL;Solar;326.5;362.76;1;2
Región del Maule;Talca;Daniel Solar SpA;Parque fotovoltaico Vaccaro;Solar;10;10.6;308;4
Región del Maule;Villa Alegre;PARQUE SOLAR SANTA FE SPA;Parque Solar Santa Fe;Solar;7.7;9.3;350;3
Región de Arica y Parinacota;Arica;E-CL S.A.;PLANTA SOLAR FOTOVOLTAICA EL AGUILA II;Solar;100;40.0;285;5
Región de La Araucanía;Renaico;Parque Eólico San Gabriel SpA;Modificación Parque Eólico San Gabriel;Eólica;360;183.0;432;11
Región de Antofagasta;María Elena;Fotovoltaica Norte Grande 1 SPA;Proyecto La Cruz Solar;Solar;121.3;50.0;22;3
Región Metropolitana de Santiago;Til-Til;Inversiones y Servicios SunEdison Chile Limitada;Parque Solar Los Aromos;Solar;178;89.0;598;4
Región de Coquimbo;Los Vilos;PS Guangualí SpA.;PSFV Guangualí;Solar;10;13.0;184;2
Región de Antofagasta;María Elena;CEME1 SpA;Planta Solar CEME1;Solar;608;140.0;62;3
Región Metropolitana de Santiago;María Pinto;La Rosa de Sharon SpA;PARQUE FOTOVOLTAICO LA ROSA DE SHARON;Solar;7.5;6.0;338;3
